OrderID,UserID,TableNumber,WaiterID,OrderDateTime,ItemsOrdered,NumberOfGuests,BillAmount,PaymentMethod,DiscountUsed,WaitTime,Tip,CustomerSatisfaction
O0435,U041,8,W004,1/8/2025 20:09,"[Fries,Water]",3,50.62,Cash,No,20,3.11,Neutral
O0436,U004,3,W003,1/2/2025 18:43,"[Coke,Pasta]",2,67.85,CreditCard,No,14,0,Unsatisfied
O0437,U016,5,W005,1/2/2025 7:25,"[Soup,Salad,Bread,Water,Pasta]",3,116.61,PayPal,Yes,41,11.68,Satisfied
O0438,U035,10,W001,1/4/2025 7:19,[Salad],6,37.78,Cash,No,5,1.18,Neutral
O0439,U040,7,W004,1/4/2025 14:52,[Steak],1,17.16,CreditCard,Yes,5,0,Unsatisfied
O0440,U045,7,W001,1/4/2025 6:50,"[Coke,Soup]",3,37.34,PayPal,No,36,3.42,Neutral
O0441,U033,2,W001,1/3/2025 10:06,"[Salad,Pasta]",2,47.86,CreditCard,No,48,0,Unsatisfied
O0442,U031,5,W005,1/2/2025 7:24,"[Juice,Wine]",2,41.17,CreditCard,No,26,0,Unsatisfied
O0443,U026,2,W001,1/2/2025 2:31,"[Coke,Pizza,Bread]",3,52.04,CreditCard,No,59,8.13,Satisfied
O0444,U003,1,W006,1/7/2025 23:30,"[Juice,Coke,Pizza,Wine,Pasta]",1,47.47,CreditCard,Yes,37,9.01,Satisfied
O0445,U031,10,W008,1/2/2025 23:32,"[Salad,Bread,Juice,Pasta,Fries]",1,79.49,Cash,Yes,26,14.58,Satisfied
O0446,U023,6,W010,1/6/2025 5:52,"[Beer,Soup,Juice,Burger,Pasta]",3,87.87,CreditCard,Yes,37,3.8,Neutral
O0447,U034,8,W008,1/10/2025 18:25,"[Beer,Bread]",3,61.74,PayPal,No,45,0,Unsatisfied
O0448,U039,7,W004,1/6/2025 17:26,"[Coke,Soup,Steak]",6,101.31,Cash,No,48,13.65,Satisfied
O0449,U040,5,W006,1/3/2025 23:25,[Steak],5,35.73,PayPal,No,57,0,Unsatisfied
O0450,U042,5,W006,1/4/2025 11:47,[Salad],5,30.61,PayPal,No,21,2.93,Neutral
O0451,U022,4,W004,1/8/2025 23:29,"[Beer,Wine,Juice,Coke]",1,92.2,PayPal,Yes,25,0,Unsatisfied
O0452,U040,5,W005,1/3/2025 1:25,[Juice],6,37.65,Cash,Yes,58,0.34,Neutral
O0453,U004,7,W008,1/5/2025 13:34,"[Fries,Juice]",5,56.82,PayPal,No,29,2.2,Neutral
O0454,U047,10,W003,1/7/2025 21:13,"[Fries,Pizza,Juice,Salad,Bread]",3,71.21,Cash,Yes,40,0,Unsatisfied
O0455,U044,4,W006,1/6/2025 13:45,"[Coke,Pasta,Steak]",3,47.03,PayPal,Yes,52,3.74,Satisfied
O0456,U017,10,W008,1/2/2025 8:20,"[Pizza,Steak,Burger,Salad,Coke]",5,109.05,CreditCard,Yes,58,19.09,Satisfied
O0457,U034,9,W003,1/3/2025 11:54,"[Pizza,Bread]",6,54.01,CreditCard,No,19,8.77,Satisfied
O0458,U035,9,W008,1/9/2025 5:56,[Juice],6,54.45,CreditCard,No,48,6.44,Satisfied
O0459,U026,3,W004,1/4/2025 16:57,[Steak],5,26.34,Cash,Yes,,0.6,Neutral
O0460,U004,7,W003,1/9/2025 4:24,"[Salad,Water]",1,50.2,Cash,No,10,0,Unsatisfied
O0461,U031,8,W010,1/9/2025 12:12,[Juice],3,22.08,CreditCard,Yes,,3.08,Satisfied
O0462,U015,4,W007,1/2/2025 13:54,"[Soup,Wine]",4,52.31,PayPal,Yes,53,0,Unsatisfied
O0463,U033,7,W010,1/5/2025 13:19,"[Coke,Fries]",5,73.64,Cash,No,28,0.69,Neutral
O0464,U037,7,W003,1/2/2025 14:25,[Steak],3,25.98,CreditCard,Yes,32,2.98,Satisfied
O0465,U032,10,W007,1/7/2025 14:47,[Bread],2,25.08,Cash,Yes,55,1.53,Satisfied
O0466,U046,5,W002,1/4/2025 20:29,[Bread],6,42.79,PayPal,Yes,57,0,Unsatisfied
O0467,U036,1,W004,1/9/2025 11:41,"[Pizza,Pasta]",5,52.69,PayPal,Yes,34,3.02,Neutral
O0468,U043,6,W004,1/8/2025 5:40,"[Pasta,Coke,Water]",4,65.41,PayPal,Yes,21,4.68,Neutral
O0469,U026,10,W009,1/2/2025 9:46,"[Burger,Wine,Bread,Pasta,Pizza]",1,101.98,Cash,No,12,5.57,Satisfied
O0470,U025,9,W006,1/8/2025 23:43,"[Water,Beer,Juice,Fries,Burger]",5,166.69,CreditCard,No,5,30.46,Satisfied
O0471,U006,6,W009,1/7/2025 8:42,[Wine],5,38.09,CreditCard,No,5,5.34,Satisfied
O0472,U045,10,W004,1/6/2025 4:07,"[Salad,Juice,Fries,Coke,Bread]",3,133.23,Cash,No,29,0,Unsatisfied
O0473,U017,9,W005,1/7/2025 12:28,"[Pasta,Juice,Salad,Fries]",5,75.57,CreditCard,Yes,46,1.48,Neutral
O0474,U006,9,W010,1/7/2025 5:02,"[Salad,Pizza,Fries,Water,Steak]",6,101.35,Cash,Yes,53,9.68,Neutral
O0475,U003,9,W002,1/10/2025 20:57,"[Coke,Bread,Pizza,Steak]",6,73.7,CreditCard,Yes,52,0,Unsatisfied
O0476,U005,4,W008,1/9/2025 9:24,"[Salad,Steak]",6,58.02,CreditCard,No,5,7.63,Satisfied
O0477,U037,8,W001,1/10/2025 15:23,"[Juice,Salad]",4,65.28,CreditCard,No,8,4.09,Satisfied
O0478,U020,7,W007,1/3/2025 17:27,"[Steak,Water,Pasta,Burger]",1,79.83,Cash,No,39,5.27,Neutral
O0479,U002,1,W010,1/9/2025 5:28,"[Burger,Beer,Coke,Steak]",3,64.39,PayPal,Yes,40,0,Unsatisfied
O0480,U042,8,W003,1/7/2025 0:56,"[Salad,Pasta]",3,66.89,PayPal,No,44,5.13,Neutral
O0481,U020,9,W007,1/2/2025 23:10,[Coke],1,16.91,PayPal,No,49,0.54,Neutral
O0482,U049,2,W003,1/9/2025 8:20,[Pizza],6,35.63,Cash,No,30,2.28,Neutral
O0483,U020,6,W002,1/2/2025 20:01,[Water],5,34.7,PayPal,Yes,11,0,Unsatisfied
O0484,U046,5,W007,1/4/2025 19:50,"[Fries,Burger]",6,47.74,PayPal,Yes,18,8.46,Satisfied
O0485,U045,8,W004,1/2/2025 2:34,"[Wine,Water,Soup]",6,110.14,CreditCard,No,43,0,Unsatisfied
O0486,U041,4,W005,1/9/2025 14:26,"[Pizza,Pasta,Bread,Fries,Soup]",5,72.83,CreditCard,Yes,11,0,Unsatisfied
O0487,U032,4,W009,1/2/2025 14:54,[Soup],5,22.72,PayPal,Yes,40,0,Unsatisfied
O0488,U025,7,W003,1/5/2025 5:51,"[Water,Juice]",5,42.97,PayPal,No,54,2.91,Satisfied
O0489,U048,9,W010,1/7/2025 20:01,"[Salad,Steak,Beer]",4,90.5,PayPal,No,17,11.86,Satisfied
O0490,U009,6,W008,1/4/2025 16:06,"[Burger,Coke]",5,69.17,PayPal,No,35,0,Unsatisfied
O0491,U014,2,W009,1/7/2025 4:21,"[Coke,Pizza,Burger,Fries]",6,80.75,CreditCard,No,12,6.06,Neutral
O0492,U013,6,W009,1/2/2025 7:18,"[Water,Burger,Beer]",6,96.65,CreditCard,No,38,12.93,Satisfied
O0493,U019,10,W009,1/5/2025 20:34,"[Water,Burger,Fries]",3,57.67,PayPal,Yes,34,0,Unsatisfied
O0494,U040,9,W003,1/6/2025 17:55,"[Soup,Juice,Fries,Burger]",4,77.61,PayPal,No,49,13.57,Satisfied
O0495,U025,6,W003,1/7/2025 6:14,"[Fries,Burger,Wine,Soup,Coke]",4,156.26,Cash,No,51,0,Unsatisfied
O0496,U050,9,W009,1/8/2025 17:31,[Water],3,28.79,Cash,Yes,60,0.87,Neutral
O0497,U033,5,W003,1/10/2025 8:30,"[Wine,Salad]",5,42.32,Cash,Yes,29,2.96,Satisfied
O0498,U013,6,W001,1/3/2025 17:41,[Salad],2,35.19,Cash,No,18,0.82,Neutral
O0499,U021,8,W002,1/10/2025 10:36,[Coke],3,32.29,CreditCard,Yes,33,2.12,Satisfied
O0500,U040,8,W009,1/6/2025 9:16,"[Steak,Fries,Juice,Bread,Beer]",5,117.89,PayPal,No,49,0,Unsatisfied
